"","name","Base Currency","ISIN","secid","Global Broad Category Group","Morningstar Category","Firm Investment Objective","Strategy Name","Domicile","Fund Legal Structure","Firm Name","Branding Name","Inception Date","Obsolete Date","Status","Manager Name","Manager History","Manager Tenure (Longest)","Manager Tenure (Average)","Primary Prospectus Benchmark","Net Assets Date","Net Assets - Share Class USD","Fund Size Date","Fund Size USD","Portfolio Date","Turnover Ratio % Date","Turnover Ratio %","...28","Gender","Start Date for Managed Investment","Lockup Months","Minimum Investment (Base Currency)","Minimum Initial Unit","Uses Leverage","Avg Leverage","Management Fee","Max Management Fee","Performance Fee","Performance Fee Note","Redemption Fee","Hurdle Rate","High Watermark","Beta Hedge Extent"
"751","SAIL Flagship Fund","US Dollar","KYG7776R1002","FOUSA06HQ6","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","Cayman Islands","Unit Trust","SAIL Advisors Limited","SAIL Advisors",1999-01-01,2017-04-25,0,NA,"[1999-01-01 -- 2017-04-25] Allen Sing",NA,NA,"HFRI Fund of Funds Composite USD",2010-12-31,1.138e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+06,"Monetary",NA,NA,1.5,NA,5,NA,3,NA,"Yes",NA
"752","SAIL Pacific Explorer Fund","US Dollar",NA,"FOUSA06HQ7","Alternative","HF Fund of Funds - Equity",NA,"FOF - Asia Pacific-o","Cayman Islands","Unstructured Hedge Fund","SAIL Flagship Management Limited",NA,2003-12-31,2010-09-21,0,NA,"[2003-12-31 -- 2010-09-21] Robert W. Miller",NA,NA,"MSCI AC Pacific PR USD",2010-02-28,107650461,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+06,"Monetary",NA,NA,1.75,NA,10,NA,3,NA,"Yes",NA
"753","Swank MLP Convergence Fund, LP","US Dollar",NA,"FOUSA05LEH","Alternative","HF U.S. Long/Short Equity","Cushing’s objective is client-centric, and the firm is built to deliver the benefits of the global infrastructure and small/mid-cap asset classes to clients through a sustainable and proven investment process. The firm continues to allocate substantial resources to its research and remains dedicated to producing strong returns while maintaining appropriate liquidity and low concentration risk in client portfolios.","US Equity - Swank-o","United States","Partnership (3C7)","Cushing Asset Management LP","Swank Capital",2005-11-01,2014-02-27,0,NA,"[2005-11-01 -- 2014-02-27] Jerry V. Swank;[2005-11-01 -- 2014-02-27] Brian D. Watson;",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,24,5e+06,"Monetary","Yes",1.2,1.5,1.5,20,NA,5,0,"Yes",NA
"754","Salus Equity Market Neutral","US Dollar",NA,"FHUSA04BR7","Alternative","HF Equity Market Neutral","Salus Capital has achieved a long-term, superior performance record emphasizing low volatility. In addition, Salus offers a proven and experienced portfolio management team focusing solely on market neutral investing. Salus manages over $1 billion for institutional clients including major public and corporate pension funds, endowments, foundations and Taft-Hartley funds.","Equity Arbitrage - Market Neutral-o","United States","Managed Account","Salus Capital Management Inc","Salus Capital",1991-09-30,2010-04-22,0,NA,"[1991-09-30 -- 2010-04-22] Kam M. Lee;[1991-09-30 -- 2010-04-22] Bradford J. Ebner;",NA,NA,"USTREAS Stat US T-Bill 90 Day TR",2009-05-31,52496607,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+05,"Monetary",NA,NA,1,1,20,NA,0,4,"Yes",NA
"755","The Cushing Fund, LP","US Dollar",NA,"FOUSA05L07","Alternative","HF U.S. Long/Short Equity","Cushing’s objective is client-centric, and the firm is built to deliver the benefits of the global infrastructure and small/mid-cap asset classes to clients through a sustainable and proven investment process. The firm continues to allocate substantial resources to its research and remains dedicated to producing strong returns while maintaining appropriate liquidity and low concentration risk in client portfolios.","US Equity - Cushing-o","United States","Partnership (3C7)","Cushing Asset Management LP","Swank Capital",2003-01-01,2014-02-27,0,NA,"[2003-01-01 -- 2014-02-27] Paul J. Ferguson;[2003-01-01 -- 2014-02-27] Jerry V. Swank;",NA,NA,"S&P 500 TR USD",2013-12-31,5.9e+07,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,5e+06,"Monetary","Yes",1.2,1.5,1.5,20,NA,0,0,"Yes",NA
"756","Wynnefield Partners Small Cap Value LP","US Dollar",NA,"FHUSA04DYA","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Wynnefield Capital Inc","Wynnefield Capital",1993-01-01,2019-04-10,0,NA,"[1993-01-01 -- 2019-04-10] Nelson Obus;[2004-01-01 -- 2019-04-10] Dwight Mamanteo;[1999-01-01 -- 2014-09-30] Peter Black;[1999-01-01 -- 2019-04-10] Max Batzer;",NA,NA,"Russell 2000 Value TR USD",2018-10-31,71800000,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"Yes",1.2,1,1,20,NA,NA,NA,"Yes",NA
"757","Wynnefield Small Cap Value Offshore Ltd","US Dollar",NA,"FHUSA04DY9","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Equity-o","Cayman Islands","Corporation","Wynnefield Capital Inc","Wynnefield Capital",1997-01-01,2019-04-10,0,NA,"[1997-01-01 -- 2019-04-10] Nelson Obus;[2004-01-01 -- 2019-04-10] Dwight Mamanteo;[1999-01-01 -- 2014-09-30] Peter Black;[1999-01-01 -- 2019-04-10] Max Batzer;",NA,NA,"Russell 2000 Value TR USD",2018-10-31,43200000,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"Yes",1.2,1,1,20,NA,NA,NA,"Yes",NA
"758","Alkeon Growth Partners LP","US Dollar",NA,"FHUSA04GA1","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","Cayman Islands","Partnership (3C7)","Alkeon Capital Management",NA,2003-01-03,2012-10-01,0,NA,"[2003-01-03 -- 2012-10-01] Takis Sparaggis",NA,NA,"NASDAQ Composite PR USD",2012-07-31,170027406,NA,NA,NA,2006-12-31,400,NA,NA,NA,0,5e+05,"Monetary","Yes",1.25,1.5,1.5,20,NA,0,0,"Yes",NA
"759","Sandler Plus Offshore Fd Ltd","US Dollar",NA,"FOUSA06HUD","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short Equity","Cayman Islands","Unstructured Hedge Fund","Sandler Capital Management","Sandler Capital Management",2005-10-01,NA,1,"Andrew Sandler","[2005-10-01 -- ] Andrew Sandler",14.92,14.92,NA,2017-02-28,1.6e+08,2020-08-31,2.38e+08,NA,NA,NA,NA,"Male",2005-10-01,12,1e+06,"Monetary","Yes",NA,2,2,20,NA,2,NA,"Yes",NA
"760","SAPIC - 98","US Dollar",NA,"FOUSA05LDH","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Equity-o","Cayman Islands","Unstructured Hedge Fund","Credit Suisse Funds & Alt Solution Group",NA,1998-07-31,2010-07-27,0,NA,"[2003-02-01 -- 2010-07-27] Simon Chan;[2006-01-01 -- 2010-07-27] Lance Babbit;",NA,NA,NA,2009-12-31,556477000,NA,NA,NA,2006-12-31,20,NA,NA,NA,0,5e+06,"Monetary","No",NA,0.75,0.75,0,NA,0,0,"No",NA
"761","CC Asia Absolute Return Fund","US Dollar","XD0022293712","FOUSA05KZ2","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity-o","Cayman Islands","Limited Liability Company","Coupland Cardiff Asset Management LLP","Coupland Cardiff",2005-07-01,2019-03-25,0,NA,"[2005-07-01 -- 2019-03-25] Angus Coupland;[2005-07-01 -- 2019-03-25] Charlie Dutton;",NA,NA,"MSCI Pacific ex Japan PR USD",2015-06-30,6.2e+07,NA,NA,NA,2006-12-31,300,NA,NA,NA,0,250000,"Monetary","Yes",1.25,2,2,20,NA,1,0,"Yes","Partial"
"762","Sather Agriculture LP","US Dollar",NA,"F00000H3M7","Alternative","HF U.S. Long/Short Equity",NA,"Sather Agriculture-o","United States","Partnership (3C7)","Colvin & Co. LLC",NA,2009-07-02,2015-08-31,0,NA,NA,NA,NA,NA,2015-08-31,8789804,NA,NA,2009-12-31,NA,NA,NA,NA,NA,NA,1e+05,"Monetary",NA,NA,2,NA,20,NA,0,NA,"Yes",NA
"763","SBIC Equities Fund, LP","US Dollar",NA,"FOUSA08T05","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","United States","Unstructured Hedge Fund","Santa Barbara Investment Capital",NA,2009-03-02,2010-10-27,0,NA,NA,NA,NA,NA,2010-03-31,5e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Monetary",NA,NA,1,NA,10,NA,NA,NA,"Yes",NA
"764","SBIC Growth & Income LP","US Dollar",NA,"FHUSA04D1B","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","United States","Partnership (3C1)","Santa Barbara Investment Capital",NA,1998-03-02,2015-01-02,0,NA,NA,NA,NA,NA,2014-12-31,4400000,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,"Monetary",NA,NA,1,NA,10,NA,NA,NA,"Yes",NA
"765","SBIC Income LP","US Dollar",NA,"FHUSA04D1D","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","United States","Partnership (3C1)","Santa Barbara Investment Capital",NA,1995-10-02,2015-11-19,0,NA,NA,NA,NA,NA,2015-08-31,3900000,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,"Monetary",NA,NA,1,NA,10,NA,NA,0,"Yes",NA
"766","SC Asian Opportunity Fund, L.P.","US Dollar",NA,"FOUSA06KF8","Equity","HF Long-Only Equity",NA,"Asian small caps-o","United States","Partnership (3C1)","SC Fundamental LLC","SC Fundamental",2007-06-01,2019-11-21,0,NA,"[2007-06-01 -- 2019-11-21] Peter Collery;[2007-06-01 -- 2019-11-21] Neil Koffler;",NA,NA,"Russell 2000 Value TR USD",2019-09-30,4200000,2019-09-30,4200000,NA,NA,NA,NA,NA,NA,0,250000,"Monetary","Yes",NA,1.5,1.5,20,"investors must earn 0.5% before fee",NA,0,"No",NA
"767","Derns Market Opportunity Fund, LP","US Dollar",NA,"FOUSA05L13","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity","United States","Partnership (3C1)","Dern Capital Management Corporation","DERN",1996-07-06,NA,1,"Mark Dern","[2002-07-01 -- ] Mark Dern",18.17,18.17,NA,2015-06-30,2.1e+07,2020-08-31,1.6e+07,2006-12-31,2006-12-31,0,NA,"Male",2002-07-01,0,250000,"Monetary","Yes",1.25,1,5,20,NA,0,0,"Yes",NA
"768","SC Opportunity Fund, L.P.","US Dollar",NA,"FOUSA06A7R","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","SC Fundamental LLC","SC Fundamental",2005-12-01,2012-12-31,0,NA,"[2005-12-01 -- 2012-12-31] Peter Collery;[2005-12-01 -- 2012-12-31] Neil Koffler;",NA,NA,"Russell 2000 Value TR USD",2012-12-31,3e+06,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,250000,"Monetary","Yes",NA,1.5,1.5,20,"investors must earn 0.5% minimum before fee",NA,0,"No",NA
"769","SCO Capital Partners, L.P.","US Dollar",NA,"FOUSA08PNR","Alternative","HF Global Long/Short Equity",NA,"Healthcare Long/Short Equity-o","United States","Partnership (3C1)","SCO Capital Partners LP",NA,2007-01-03,2012-07-02,0,NA,"[2008-11-03 -- 2012-07-02] John Doss;[2007-01-03 -- 2012-07-02] Jeffrey B. Davis;",NA,NA,"S&P 500 TR USD",2012-05-31,22910000,NA,NA,2008-12-31,2008-12-31,15,NA,NA,NA,0,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"770","Diamond A Partners LP","US Dollar",NA,"FHUSA04EQJ","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity","United States","Partnership (3C1)","Lawndale Capital Management","Lawndale Capital Management",1993-02-01,NA,1,"Andrew Shapiro","[1993-02-01 -- ] Andrew Shapiro",27.58,27.58,"Russell 2000 TR USD",2020-08-31,6700000,2020-08-31,6700000,NA,NA,NA,NA,NA,1993-02-01,36,5e+05,"Monetary","Yes",1.25,1,1,20,NA,NA,0,"Yes","Partial"
"771","Elazar Capital Management LLC","US Dollar",NA,"FHUSA04FMT","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Corporation","Elazar Advisors LLC",NA,2004-06-01,2012-03-13,0,NA,"[2004-06-01 -- 2012-03-13] Daniel Stochel;[2004-06-01 -- 2012-03-13] Charles Siegel;",NA,NA,"NASDAQ Composite PR USD",2007-12-31,412000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary","Yes",1.25,0,2,50,NA,NA,0,"Yes",NA
"772","Elazar Global Ltd","US Dollar",NA,"FHUSA04FMU","Alternative","HF U.S. Long/Short Equity",NA,"US Equity - Global-o","Cayman Islands","Corporation","Elazar Advisors LLC",NA,2004-06-01,2012-03-13,0,NA,"[2004-06-30 -- 2012-03-13] Daniel Stochel;[2004-06-30 -- 2012-03-13] Charles Siegel;",NA,NA,"NASDAQ Composite PR USD",2007-12-31,1979000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary","Yes",1.25,2,2,20,NA,NA,0,"Yes",NA
"773","McGinnis Capital LP","US Dollar",NA,"FHUSA04H6E","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Partnership (3C1)","Mission Advisors LP","Mission Advisors",2003-10-01,2010-09-21,0,NA,"[2003-10-01 -- 2010-09-21] Dana McGinnis",NA,NA,"S&P 500 PR",2010-02-28,8e+08,NA,NA,2006-12-31,2006-12-31,100,NA,NA,NA,6,1e+05,"Monetary","Yes",1.25,1.5,1.5,20,NA,NA,NA,"Yes",NA
"774","Seamark","US Dollar",NA,"FHUSA04D3O","Alternative","HF U.S. Long/Short Equity",NA,"Long Short U.S. Equity-o","United States","Partnership (3C1)","Seamark Capital","Seamark Capital",2000-08-01,2016-08-26,0,NA,"[2000-08-01 -- 2016-08-26] John Fraser;[2000-08-01 -- 2016-08-26] David Harrington;",NA,NA,"Russell 2000 TR USD",2015-12-31,1e+07,NA,NA,2008-12-31,2008-12-31,250,NA,NA,NA,12,6500000,"Monetary",NA,NA,1.5,NA,20,NA,0,0,"Yes",NA
"775","Sector Alpha","US Dollar",NA,"FOUSA08ROK","Alternative","HF U.S. Long/Short Equity","Rockledge specializes in alternative investment strategies through large capitalization sector rotation","Sector Alpha-o","United States","Managed Account","Rockledge Group","Rockledge",2008-07-01,2014-12-31,0,"Alex Gurvich","[2008-07-01 -- ] Alex Gurvich",12.17,12.17,NA,2012-09-30,1337439,NA,NA,NA,NA,NA,NA,NA,2008-07-01,1,NA,NA,NA,NA,1.5,NA,15,NA,NA,0,"No",NA
"776","Strand US Fund","US Dollar",NA,"FHUSA04ADN","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","Cayman Islands","Limited Liability Company","Strand Asset Management AG",NA,2002-02-01,2015-05-27,0,NA,"[2002-02-01 -- 2015-05-27] Damien Bombell",NA,NA,NA,2014-11-30,1.7e+07,NA,NA,NA,2006-12-31,1000,NA,NA,NA,0,1e+05,"Monetary","Yes",1.25,1.5,1.5,20,NA,0,0,"Yes",NA
"777","Advantage Adv Tech Intern Ltd","US Dollar",NA,"FOUSA05KVG","Alternative","HF U.S. Long/Short Equity",NA,"Global Long/Short Technology-o","Cayman Islands","Limited Liability Company","Oppenheimer Asset Management Inc","Oppenheimer Asset Management",1997-12-23,2019-08-29,0,NA,"[1997-12-23 -- 2019-08-29] Takis Sparaggis",NA,NA,"NASDAQ Composite PR USD",2019-03-31,107053555,NA,NA,NA,NA,NA,NA,NA,NA,6,150000,"Monetary","Yes",1.3,1.25,1.25,20,NA,NA,NA,"Yes",NA
"778","Semaphore Capital Partners, L.P.","US Dollar",NA,"FOUSA06BOE","Alternative","HF U.S. Long/Short Equity",NA,"Long Short Equity-o","United States","Partnership (3C1)","Semaphore Management, LLC",NA,2003-09-01,2012-12-31,0,NA,"[2003-09-01 -- 2012-12-31] Paul J. Carpenter;[2003-09-01 -- 2012-12-31] Hoyt Ammidon;",NA,NA,"S&P 500 TR USD",2012-12-31,5337000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,5e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,4,NA,"Yes",NA
"779","Seminole Capital Partners LP","US Dollar",NA,"FHUSA04C3N","Alternative","HF U.S. Long/Short Equity",NA,"US Equity Seminole-o","United States","Partnership (3C7)","Seminole Management Co Inc",NA,1995-11-01,2010-12-28,0,NA,"[1995-11-15 -- 2010-12-28] Paul Shiverick;[1995-11-15 -- 2010-12-28] Michael Messner;",NA,NA,NA,2010-10-31,642302121,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary",NA,NA,1,NA,20,NA,0,NA,"Yes",NA
"780","Sentinel Symphony Offshore Fnd U","US Dollar",NA,"FOUSA06HUL","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","Cayman Islands","Unstructured Hedge Fund","Sentinel Symphony Inv Advisors LLC",NA,2001-06-29,2010-08-30,0,NA,"[2004-04-30 -- 2010-08-30] Ari Bergmann",NA,NA,"S&P 500 TR USD",2010-01-31,9600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,NA,NA,10,NA,NA,NA,"Yes",NA
"781","Senvest Israel Partners","US Dollar",NA,"FHUSA04BLQ","Alternative","HF Europe Long/Short Equity",NA,"Long Short Small, Mid Cap Equi-o","United States","Partnership (3C1)","SENVEST INTERNATIONAL LLC",NA,2003-04-01,2014-12-31,0,"Richard Mashaal","[2003-04-01 -- ] Richard Mashaal",17.42,17.42,"S&P 500 TR USD",2014-08-31,70300000,NA,NA,NA,NA,NA,NA,"Male",2003-04-01,12,250000,"Monetary",NA,NA,1.5,1.5,20,NA,0,NA,"No",NA
"782","Bennett Lawrence Emerging Growth LP","US Dollar",NA,"FHUSA04GQM","Alternative","HF U.S. Long/Short Equity","Our objective is to continue to focus on growth stock investing as we grow our asset base to approximately $3 billion over the next 3 to 5 years. As our assets grow and people develop, we would expect to broaden our product offerings. The additional resources would enable us to hire more analysts and continue to refine our internal capabilities. It will also allow our analysts to utilize more resources, for example, the work of consultants or industry specialists that are not related to sell-side research firms.

When we deem it is necessary to increase our staff or if it becomes necessary to stop accepting new business, we will do so in order to preserve the integrity of our service.","U.S. Equity-o","United States","Partnership (3C1)","Bennett Lawrence Management, LLC","BLM",2002-01-01,2014-12-31,0,NA,"[2002-01-01 -- 2014-12-31] Van Schreiber;[2002-01-01 -- 2014-12-31] W. Alexander L. Ely;",NA,NA,"Russell 2000 Growth TR USD",2014-10-31,28873853,NA,NA,2006-12-31,2006-12-31,100,NA,NA,NA,0,1e+06,"Monetary","Yes",1.3,1,1,20,NA,NA,NA,"Yes",NA
"783","SES Partners, L.P.","US Dollar",NA,"F00000H5GL","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short Equity-o","United States","Partnership (3C1)","SES Partners, Management LLC",NA,1999-04-01,2011-09-30,0,NA,"[1999-04-01 -- 2011-09-30] Sam Tobias",NA,NA,NA,2010-12-31,39600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"784","Blue Sky Japan LP","US Dollar","KYG1194R1074","FHUSA04GRR","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Developed Asia Equity-o","Cayman Islands","Exempted Limited Partnership","Blue Sky Capital Management Pty Ltd","Blue Sky Capital Management",2000-05-26,2014-12-18,0,NA,"[2000-05-26 -- 2014-12-18] Michael Hill",NA,NA,"MSCI Japan PR LCL",2014-07-31,12429519,NA,NA,2006-12-31,NA,NA,NA,NA,NA,3,1e+05,"Monetary","Yes",1.3,1,1,20,NA,3,NA,"Yes",NA
"785","Dynamic Europe Fund Limited","US Dollar","GB00B0JKZ059","FOUSA05L1T","Alternative","HF Europe Long/Short Equity",NA,"Europe Equity Flex-o","Jersey","Open Ended Investment Company","DWS International GmbH","DWS",2005-09-01,2010-06-21,0,NA,"[2005-09-01 -- 2010-06-21] Peter Pechel;[2005-09-01 -- 2010-06-21] Gerd Kirsten;",NA,NA,NA,2008-10-31,13109000,NA,NA,2006-12-31,2006-12-31,500,NA,NA,NA,0,1e+05,"Monetary","Yes",1.3,1.5,1.5,20,NA,NA,NA,"Yes",NA
"786","Shah Capital Opportunity Fund LP","US Dollar",NA,"FOUSA05LDT","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Partnership (3C1)","Shah Capital Management","Shah Capital",2006-07-01,2012-02-14,0,NA,"[2006-07-01 -- 2012-02-14] Himanshu H. Shah",NA,NA,NA,NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,5e+05,"Monetary","Yes",NA,1.4,1.4,20,NA,NA,0,"Yes",NA
"787","Shannon River Partners, LP","US Dollar",NA,"FOUSA09L6X","Alternative","HF U.S. Long/Short Equity",NA,"US Equity Tech-o","United States","Partnership (3C7)","Shannon River Fund Management LLC","Shannon River",2003-01-15,2019-03-27,0,NA,"[2003-01-15 -- 2019-03-27] Spencer Waxman",NA,NA,NA,2019-01-31,59300000,NA,NA,2009-12-31,2009-12-31,250,NA,NA,NA,12,5e+05,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"788","LSGI Technology Venture LP","US Dollar",NA,"FHUSA04AZ2","Equity","HF Long-Only Equity",NA,"U.S. Equity-o","United States","Exempted Limited Partnership","LSGI Advisors Inc",NA,1999-07-01,2012-08-01,0,NA,"[1999-07-01 -- 2012-08-01] Joseph R. Dancy",NA,NA,"Russell 2000 TR USD",2012-07-31,9300000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,25000,"Monetary","Yes",1.3,1,1,20,NA,NA,NA,"Yes",NA
"789","Manalapan Oracle Eagle Fund LP","US Dollar",NA,"FHUSA04B0U","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short US Equity","United States","Partnership (3C1)","Manalapan Oracle Advisers LLC","Manalapan Oracle Advisers",2001-05-01,NA,1,"Joseph Vidich","[2001-05-01 -- ] Joseph Vidich",19.33,19.33,NA,2015-12-31,17557000,2020-07-31,21961042,2006-12-31,2006-12-31,400,NA,NA,2001-05-01,0,1e+06,"Monetary","Yes",1.3,1,1,20,NA,1,NA,"Yes",NA
"790","Sier Asset Management LP","US Dollar",NA,"FOUSA08S1C","Alternative","HF U.S. Long/Short Equity",NA,"Sier Asset Management-o","United States","Partnership (3C7)","Sier Capital LLC",NA,2008-08-01,2011-12-30,0,NA,NA,NA,NA,NA,2010-09-30,4e+06,NA,NA,2008-12-31,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"791","Signet Emg Opportunities I USD","US Dollar","VGG8127T4809","FHUSA04ATS","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Emerging Opps-o","British Virgin Islands","Open Ended Investment Company","Signet Capital Management","Signet",2003-10-01,2014-03-31,0,NA,"[2003-10-01 -- 2014-03-31] Robert Marquardt;[2003-10-01 -- 2014-03-31] Serge Umansky;",NA,NA,"S&P 500 TR USD",2014-03-31,7873500,NA,NA,NA,NA,NA,NA,NA,NA,0,250000,"Monetary",NA,NA,1.5,1.5,5,NA,0,NA,"Yes",NA
"792","Signet Global Equity Class 1 USD","US Dollar","VGG736991032","FHUSA04ATQ","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Global Equity-o","British Virgin Islands","Open Ended Investment Company","Signet Capital Management","Signet",1994-04-04,2014-03-31,0,NA,"[1994-04-04 -- 2014-03-31] Robert Marquardt;[1999-01-01 -- 2014-03-31] Serge Umansky;",NA,NA,"S&P 500 TR USD",2014-03-31,6490862,NA,NA,NA,NA,NA,NA,NA,NA,0,250000,"Monetary",NA,NA,1.5,1.5,5,NA,0,NA,"Yes",NA
"793","Silverstone Fund","US Dollar",NA,"FOUSA06L3W","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","Cayman Islands","Open Ended Investment Company","Silverstone Capital Management",NA,2004-07-20,2011-07-27,0,NA,"[2004-07-20 -- 2011-07-27] Saul Rubin",NA,NA,"MSCI World PR USD",2010-12-31,3.4e+07,NA,NA,NA,2006-12-31,450,NA,NA,NA,0,1e+06,"Monetary","Yes",NA,1.5,1.5,20,NA,NA,NA,"Yes",NA
"794","Polunin Emerging Markets Active Fund","US Dollar",NA,"FHUSA04B1Z","Alternative","HF Emerging Markets Long/Short Equity",NA,"Polunin Emerging Market Equity","Cayman Islands","Corporation","Polunin Capital Partners","Polunin Capitaartners",2002-03-04,NA,1,"Douglas Polunin;Julian Garel-Jones;","[2002-03-04 -- ] Douglas Polunin;[2002-03-04 -- ] Julian Garel-Jones;",18.5,18.5,NA,2019-09-30,28403512,2020-08-31,30512317,2006-12-31,2006-12-31,150,NA,NA,2002-03-04,0,1e+05,"Monetary","Yes",1.3,1.5,1.5,20,"High Water Mark",1,NA,"Yes",NA
"795","Skopos Fund LLC","US Dollar",NA,"FOUSA06HQC","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity-o","Cayman Islands","Limited Liability Company","Skopos ADR Ltda",NA,2001-06-01,2015-11-30,0,NA,"[2006-05-22 -- 2015-11-30] Pedro Luiz Cerize",NA,NA,"S&P 500 TR USD",2015-09-30,4336821,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,"Monetary",NA,NA,NA,NA,20,NA,0,NA,"Yes",NA
"796","Snow Capital Investment Partners L.P.","US Dollar",NA,"FOUSA06HLI","Alternative","HF U.S. Long/Short Equity","The Firm's objective is to continue to grow assets under management in the U.S. value equity space. The Firm has expanded its value-oriented product offerings and tests new strategies internally for possible launch in the future. As product offerings have grown, the Firm has hired additional research, sales and marketing personnel to support the new strategies.
The Firm has built an investment team of seasoned professionals with education and experience in equity research and portfolio management. Our team has implemented our investment philosophy in a variety of markets for over 10 years. Through that time our portfolio managers have committed to the firm by becoming equity partners, a pre-requisite to manage an investment strategy. Over time, equity is being redistributed to the senior investment team whom the firm views as an integral component of its long term success. All investment strategies are managed by at least two portfolio managers.","U.S. Equity","United States","Partnership (3C1)","Snow Capital Management L.P.","Snow",2002-09-30,NA,1,"Richard A. Snow","[2002-09-30 -- ] Richard A. Snow",18,18,NA,2020-08-31,76068666,2020-08-31,76068666,NA,2006-12-31,35,NA,"Male",2002-09-30,0,2e+06,"Monetary","Yes",NA,1.5,1,15,NA,NA,NA,"Yes",NA
"797","RL Capital Partners LP","US Dollar",NA,"FHUSA04ABL","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","RL Capital Management",NA,1989-02-01,2011-04-20,0,NA,"[1989-02-01 -- 2011-04-20] Ronald Lazar;[1995-09-05 -- 2011-04-20] Anthony G. Polak;",NA,NA,"S&P 500 TR USD",2010-09-30,7838000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,250000,"Monetary","Yes",1.3,0.25,0.25,20,NA,NA,0,"Yes","Partial"
"798","SOAM Multi-Manager Specialist Fund, LP","US Dollar",NA,"FOUSA06JIC","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","United States","Partnership (3C1)","Maltese Capital Management LLC","Sandler O'Neill",2005-01-01,2015-01-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+05,"Monetary","No",NA,1,1,10,NA,NA,NA,"Yes",NA
